source,data_type,date,year,stock_code,company_name,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,MA5,MA10,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,financial_indicator,financial_value,news_title,news_source,news_time,news_summary,news_link,news_time_range
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,43020000.0,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.605269,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.007423,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.66659,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.27186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.558186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,43020000.0,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,29.862557,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,43020000.0,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,2.368493,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.002216,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.558186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,3.27186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,29.863,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,43020000.0,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,11.67333,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,11.67333,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.558186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,2.368493,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,144060000.0,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,3.27186,,,,,,
stock,financial,1989-12-31,1989,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,27.648202,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,1.927932,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.626721,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,70875000.0,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,70875000.0,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.080952,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.003652,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,23.796033,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.501776,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,64.748953,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,70875000.0,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.012187,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,236510000.0,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,12.342776,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,37.246761,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,29.967,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.626721,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.626721,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.080952,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,70875000.0,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.080952,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,12.089365,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,2.626721,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,1.927932,,,,,,
stock,financial,1990-12-31,1990,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.124944,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.814453,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,0.040271,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,7.534189,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.097482,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,112650000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,577960000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,1.773583,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,6.406118,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,76.915198,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.927067,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.005804,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.664597,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.479051,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,1.773583,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,58.941798,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.097482,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,6.406118,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,19.49,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.623365,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,6.406118,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,8939.348627,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,8.930531,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,112650000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.097482,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,27.66216,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.029782,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,146460000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,76.915198,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,146460000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.623365,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,13.362516,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,102.539942,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,112650000.0,,,,,,
stock,financial,1991-12-31,1991,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,112650000.0,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.523783,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,84066087.06,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,40.958196,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,84066087.06,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,205248509.54,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,84066087.06,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,40.958196,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,收益质量,15.0,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.004331,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,84066087.06,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,48.186113,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,205248509.54,,,,,,
stock,financial,1992-06-30,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.523783,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,4.047432,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,31.5414,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,4.047432,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,10.570552,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,30.634852,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.638504,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,77.913783,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,102.193328,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,545662197.55,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,0.037196,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.008868,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.961109,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,77.913783,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,220898012.97,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,220898012.97,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.898131,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,35.900088,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,4.047432,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,50.824807,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,172110000.0,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.086323,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,172110000.0,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.086323,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.898131,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,172110000.0,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.028118,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,13.786638,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.638504,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,172110000.0,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,52.782956,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.898131,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,2.603976,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,9678.291345,,,,,,
stock,financial,1992-12-31,1992,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,2.603976,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,51.582967,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,137466312.91,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,266495547.41,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,60.685844,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,51.582967,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.007083,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.989153,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,266495547.41,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,137466312.91,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,收益质量,14.999999,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,29.84043,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,63.521721,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.989153,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,137466312.91,,,,,,
stock,financial,1993-06-30,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,137466312.91,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.014083,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,87.034342,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,673.629573,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.649163,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.06,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,48.843987,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.244792,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,4.470849,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,9.624994,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,409704923.43,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,273311145.21,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.296882,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,22.6892,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.974411,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,4.470849,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,58.799604,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,180.151282,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,4899.894488,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,31.231106,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.623574,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,1.06,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.062072,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,409704923.43,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.296882,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,7.712762,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,0.07347,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,87.034342,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,114555540.9,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,4208817338.3,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,4.470849,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,44.164274,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,273311145.21,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,44.164274,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.847321,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.244792,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,273311145.21,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,3.244792,,,,,,
stock,financial,1993-12-31,1993,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,273311145.21,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,36.99319,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,207906261.8,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,110.889922,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,3489.294107,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,8.2397,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,207906261.8,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,营运能力,0.051586,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,5.615121,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,1.908344,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,13.08,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,207906261.8,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,87.863636,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,收益质量,17.642779,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,3.810958,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,207906261.8,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,1.908344,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,5.615121,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,723.970043,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,1512913477.29,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,7.27262,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.767839,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,301864514.32,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.847282,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,51.241607,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.904345,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,301864514.32,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,87.863636,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.085887,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,1.908344,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,5.615121,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.077961,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,36.99319,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.863493,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,99154582.93,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,82.35722,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,0.010713,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,36.502029,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,82.35722,,,,,,
stock,financial,1994-06-30,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,2.085887,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,356328024.05,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,财务风险,914.499959,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,62.141935,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,316362101.92,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,356328024.05,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,每股指标,1.063204,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,1530512364.92,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,常用指标,356328024.05,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,盈利能力,2.872265,,,,,,
stock,financial,1994-12-31,1994,1,平安银行,,,,,,,,,,,,,,,,,,,,,,成长能力,669393689.74,,,,,,
